[2021-07-28 18:19:30] - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.metadata.DataSourcePoolMetadataProvidersConfiguration$HikariPoolDataSourceMetadataProviderConfiguration'
[2021-07-28 18:19:30] - Creating shared instance of singleton bean 'entityManagerFactoryBuilder'
[2021-07-28 18:19:30] - Creating shared instance of singleton bean 'jpaVendorAdapter'
[2021-07-28 18:19:30] - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
[2021-07-28 18:19:30] - Autowiring by type from bean name 'entityManagerFactoryBuilder' via factory method to bean named 'jpaVendorAdapter'
[2021-07-28 18:19:30] - Autowiring by type from bean name 'entityManagerFactory' via factory method to bean named 'entityManagerFactoryBuilder'
[2021-07-28 18:19:30] - Building JPA container EntityManagerFactory for persistence unit 'default'
[2021-07-28 18:19:30] - PersistenceUnitInfo [
	name: default
	persistence provider classname: null
	classloader: TomcatEmbeddedWebappClassLoader
  context: ROOT
  delegate: true
----------> Parent Classloader:
jdk.internal.loader.ClassLoaders$AppClassLoader@251a69d7

	excludeUnlistedClasses: true
	JTA datasource: null
	Non JTA datasource: HikariDataSource (null)
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/home/anuththara/Documents/hSenid/Practice/springboot/spring-uni-jpa/UserJPA-Springboot/target/classes/
	Shared Cache Mode: UNSPECIFIED
	Validation Mode: AUTO
	Jar files URLs []
	Managed classes names [
		com.anu.springunijpa.entity.Course
		com.anu.springunijpa.entity.User
		com.anu.springunijpa.entity.UserCourse
		com.anu.springunijpa.entity.UserCourseKey]
	Mapping files names []
	Properties []
[2021-07-28 18:19:30] - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[2021-07-28 18:19:30] - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[2021-07-28 18:19:30] - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[2021-07-28 18:19:30] - HHH000412: Hibernate ORM core version 5.4.32.Final
[2021-07-28 18:19:30] - HHH000206: hibernate.properties not found
[2021-07-28 18:19:30] - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[2021-07-28 18:19:30] - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[2021-07-28 18:19:30] - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[2021-07-28 18:19:30] - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
[2021-07-28 18:19:31] - Adding type registration boolean -> org.hibernate.type.BooleanType@25a1a012
[2021-07-28 18:19:31] - Adding type registration boolean -> org.hibernate.type.BooleanType@25a1a012
[2021-07-28 18:19:31] - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@25a1a012
[2021-07-28 18:19:31] - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@6c33da7a
[2021-07-28 18:19:31] - Adding type registration true_false -> org.hibernate.type.TrueFalseType@678a9516
[2021-07-28 18:19:31] - Adding type registration yes_no -> org.hibernate.type.YesNoType@6e243175
[2021-07-28 18:19:31] - Adding type registration byte -> org.hibernate.type.ByteType@113ee1ce
[2021-07-28 18:19:31] - Adding type registration byte -> org.hibernate.type.ByteType@113ee1ce
[2021-07-28 18:19:31] - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@113ee1ce
[2021-07-28 18:19:31] - Adding type registration character -> org.hibernate.type.CharacterType@5a566922
[2021-07-28 18:19:31] - Adding type registration char -> org.hibernate.type.CharacterType@5a566922
[2021-07-28 18:19:31] - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@5a566922
[2021-07-28 18:19:31] - Adding type registration short -> org.hibernate.type.ShortType@44592c39
[2021-07-28 18:19:31] - Adding type registration short -> org.hibernate.type.ShortType@44592c39
[2021-07-28 18:19:31] - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@44592c39
[2021-07-28 18:19:31] - Adding type registration integer -> org.hibernate.type.IntegerType@2e590b
[2021-07-28 18:19:31] - Adding type registration int -> org.hibernate.type.IntegerType@2e590b
[2021-07-28 18:19:31] - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@2e590b
[2021-07-28 18:19:31] - Adding type registration long -> org.hibernate.type.LongType@19dc0d32
[2021-07-28 18:19:31] - Adding type registration long -> org.hibernate.type.LongType@19dc0d32
[2021-07-28 18:19:31] - Adding type registration java.lang.Long -> org.hibernate.type.LongType@19dc0d32
[2021-07-28 18:19:31] - Adding type registration float -> org.hibernate.type.FloatType@2bb62414
[2021-07-28 18:19:31] - Adding type registration float -> org.hibernate.type.FloatType@2bb62414
[2021-07-28 18:19:31] - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@2bb62414
[2021-07-28 18:19:31] - Adding type registration double -> org.hibernate.type.DoubleType@1f4f0fcc
[2021-07-28 18:19:31] - Adding type registration double -> org.hibernate.type.DoubleType@1f4f0fcc
[2021-07-28 18:19:31] - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@1f4f0fcc
[2021-07-28 18:19:31] - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@7aaad0
[2021-07-28 18:19:31] - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@7aaad0
[2021-07-28 18:19:31] - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@3b7c58e7
[2021-07-28 18:19:31] - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@3b7c58e7
[2021-07-28 18:19:31] - Adding type registration string -> org.hibernate.type.StringType@2a8f6e6
[2021-07-28 18:19:31] - Adding type registration java.lang.String -> org.hibernate.type.StringType@2a8f6e6
[2021-07-28 18:19:31] - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@1f7cec93
[2021-07-28 18:19:31] - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@2f054f70
[2021-07-28 18:19:31] - Adding type registration url -> org.hibernate.type.UrlType@7ab802f4
[2021-07-28 18:19:31] - Adding type registration java.net.URL -> org.hibernate.type.UrlType@7ab802f4
