[2021-07-28 16:11:40] - Creating shared instance of singleton bean 'jpaVendorAdapter'
[2021-07-28 16:11:40] - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
[2021-07-28 16:11:40] - Autowiring by type from bean name 'entityManagerFactoryBuilder' via factory method to bean named 'jpaVendorAdapter'
[2021-07-28 16:11:40] - Autowiring by type from bean name 'entityManagerFactory' via factory method to bean named 'entityManagerFactoryBuilder'
[2021-07-28 16:11:40] - Building JPA container EntityManagerFactory for persistence unit 'default'
[2021-07-28 16:11:40] - PersistenceUnitInfo [
	name: default
	persistence provider classname: null
	classloader: TomcatEmbeddedWebappClassLoader
  context: ROOT
  delegate: true
----------> Parent Classloader:
jdk.internal.loader.ClassLoaders$AppClassLoader@251a69d7

	excludeUnlistedClasses: true
	JTA datasource: null
	Non JTA datasource: HikariDataSource (null)
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/home/anuththara/Documents/hSenid/Practice/springboot/spring-uni-jpa/UserJPA-Springboot/target/classes/
	Shared Cache Mode: UNSPECIFIED
	Validation Mode: AUTO
	Jar files URLs []
	Managed classes names [
		com.anu.springunijpa.entity.Course
		com.anu.springunijpa.entity.User
		com.anu.springunijpa.entity.UserCourse
		com.anu.springunijpa.entity.UserCourseKey]
	Mapping files names []
	Properties []
[2021-07-28 16:11:40] - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[2021-07-28 16:11:40] - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[2021-07-28 16:11:40] - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[2021-07-28 16:11:40] - HHH000412: Hibernate ORM core version 5.4.32.Final
[2021-07-28 16:11:40] - HHH000206: hibernate.properties not found
[2021-07-28 16:11:40] - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[2021-07-28 16:11:40] - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[2021-07-28 16:11:40] - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[2021-07-28 16:11:40] - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
[2021-07-28 16:11:40] - Adding type registration boolean -> org.hibernate.type.BooleanType@13d019a4
[2021-07-28 16:11:40] - Adding type registration boolean -> org.hibernate.type.BooleanType@13d019a4
[2021-07-28 16:11:40] - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@13d019a4
[2021-07-28 16:11:40] - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@19da993b
[2021-07-28 16:11:40] - Adding type registration true_false -> org.hibernate.type.TrueFalseType@41f3aaf1
[2021-07-28 16:11:40] - Adding type registration yes_no -> org.hibernate.type.YesNoType@60e1d87c
[2021-07-28 16:11:40] - Adding type registration byte -> org.hibernate.type.ByteType@49edcb30
[2021-07-28 16:11:40] - Adding type registration byte -> org.hibernate.type.ByteType@49edcb30
[2021-07-28 16:11:40] - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@49edcb30
[2021-07-28 16:11:40] - Adding type registration character -> org.hibernate.type.CharacterType@45a1d057
[2021-07-28 16:11:40] - Adding type registration char -> org.hibernate.type.CharacterType@45a1d057
[2021-07-28 16:11:40] - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@45a1d057
[2021-07-28 16:11:40] - Adding type registration short -> org.hibernate.type.ShortType@12d40609
[2021-07-28 16:11:40] - Adding type registration short -> org.hibernate.type.ShortType@12d40609
[2021-07-28 16:11:40] - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@12d40609
[2021-07-28 16:11:40] - Adding type registration integer -> org.hibernate.type.IntegerType@5e7abaf7
[2021-07-28 16:11:40] - Adding type registration int -> org.hibernate.type.IntegerType@5e7abaf7
[2021-07-28 16:11:40] - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@5e7abaf7
[2021-07-28 16:11:40] - Adding type registration long -> org.hibernate.type.LongType@5c931134
[2021-07-28 16:11:40] - Adding type registration long -> org.hibernate.type.LongType@5c931134
[2021-07-28 16:11:40] - Adding type registration java.lang.Long -> org.hibernate.type.LongType@5c931134
[2021-07-28 16:11:40] - Adding type registration float -> org.hibernate.type.FloatType@798deee8
[2021-07-28 16:11:40] - Adding type registration float -> org.hibernate.type.FloatType@798deee8
[2021-07-28 16:11:40] - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@798deee8
[2021-07-28 16:11:40] - Adding type registration double -> org.hibernate.type.DoubleType@5e002356
[2021-07-28 16:11:40] - Adding type registration double -> org.hibernate.type.DoubleType@5e002356
[2021-07-28 16:11:40] - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@5e002356
[2021-07-28 16:11:40] - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@25a1a012
[2021-07-28 16:11:40] - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@25a1a012
[2021-07-28 16:11:40] - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@15986dd5
[2021-07-28 16:11:40] - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@15986dd5
[2021-07-28 16:11:40] - Adding type registration string -> org.hibernate.type.StringType@59d0cdb6
[2021-07-28 16:11:40] - Adding type registration java.lang.String -> org.hibernate.type.StringType@59d0cdb6
[2021-07-28 16:11:40] - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@16ee9aa7
[2021-07-28 16:11:40] - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@113ee1ce
